sig,formid,editor_id,n,cells,cx,cy,rg_units,hull_cells2
?,000F08F5,<000F08F5>,10,3,42825,26517,10895,8.4
?,0003F948,<0003F948>,10,4,52156,35859,6850,8.3
?,00106A1D,<00106A1D>,10,5,63463,49539,19197,12.0
STAT,0201F153,DLC2DwePlatBgMid02,10,3,61715,48344,12176,1.3
?,0002695E,<0002695E>,10,7,66401,71166,9179,9.9
?,000AAE81,<000AAE81>,10,1,70843,51461,1032,0.2
STAT,020209B2,DLC2DweWallCap01,10,3,82484,41896,1016,0.2
?,00031897,<00031897>,9,9,44749,81409,16831,52.3
?,00064106,<00064106>,9,3,29758,36256,4567,1.7
?,00045D85,<00045D85>,9,3,85297,39530,2118,0.6
STAT,02020004,AshMound01,9,4,35339,35606,11061,3.3
?,000C43B6,<000C43B6>,9,5,55890,56264,25854,107.9
TREE,02019C5F,DLC2TreePineShrubAsh03,9,5,40603,34671,13225,20.7
?,000C2C1E,<000C2C1E>,9,5,34639,73252,18687,49.9
?,000C2C1C,<000C2C1C>,9,4,28996,64536,23771,32.8
ALCH,020207E6,DLC2Sujamma,9,2,28581,39629,4209,0.0
?,0002EE00,<0002EE00>,9,4,33126,77566,13952,19.9
STAT,020250A2,DLC2RockCliff04_Ash,9,7,46721,35497,15487,28.5
MSTT,0202ADC4,DLC2OceanWaveCurveOuter,9,8,63848,75063,32351,157.7
STAT,02038A40,DLC2RRFence01,9,4,29209,36052,3314,1.8
STAT,02031B3C,DLC2RoadChunkL01,9,5,30581,33250,6804,2.0
?,0001BA13,<0001BA13>,9,8,40478,76639,20711,61.1
?,0001B37D,<0001B37D>,9,8,50365,76917,17529,43.8
STAT,0201D9DA,DLC2IcePileS03,9,7,29747,84346,12670,20.0
STAT,0201CE60,DLC2RieklingBridgePlatform01,9,2,56078,90244,20603,0.9
STAT,0203476A,DLC02NorSarcophagusVertBottom03SNOW,9,1,29075,78654,521,0.0
?,00050DC1,<00050DC1>,9,9,54765,69609,20536,44.8
?,0001ED86,<0001ED86>,9,3,52240,23838,1478,0.3
?,0003FB06,<0003FB06>,9,5,53231,40405,21356,45.2
?,0003F988,<0003F988>,9,4,52334,20797,2657,0.7
?,0003F959,<0003F959>,9,2,50986,30930,5220,0.5
?,000F08F8,<000F08F8>,9,2,39227,25692,2576,0.0
?,0002FB63,<0002FB63>,9,2,45307,22289,8789,1.1
?,0004F8EB,<0004F8EB>,9,8,59920,55343,37133,113.5
?,0002BD92,<0002BD92>,9,2,35971,10674,1048,0.1
?,000D7866,<000D7866>,9,1,36809,10013,70,0.0
?,000368B8,<000368B8>,9,2,47224,65313,10973,0.2
?,000C5209,<000C5209>,9,8,57390,48900,13836,7.3
?,0003B3CD,<0003B3CD>,9,7,70793,54748,24211,74.6
MSTT,0202ADC5,DLC2OceanWavesStraight,9,9,68225,77146,30054,89.3
?,00099568,<00099568>,9,6,66077,77607,12854,19.6
?,000EF5A2,<000EF5A2>,9,8,63869,71462,10313,8.0
STAT,0201E142,DLC2TreeMushroomTree03,9,7,74814,28563,5447,5.0
?,00055125,<00055125>,9,4,85163,40358,1942,0.6
?,000BFB09,<000BFB09>,9,1,74285,69648,15,0.0
ACTI,0201A526,DLC2defaultBlankTrigger,8,6,55208,60895,24409,79.9
?,00037A1E,<00037A1E>,8,7,56528,34713,26204,59.9
?,000D8E80,<000D8E80>,8,7,60108,55174,32809,141.9
?,00034C5E,<00034C5E>,8,3,68660,60447,18243,28.9
?,00024E26,<00024E26>,8,2,73389,70500,1276,0.2
STAT,02038A2A,DLC2RRDockStepsDownEnd01,8,3,27876,33540,2225,0.5
?,000533BC,<000533BC>,8,6,50933,56156,22338,102.8
?,00017CD2,<00017CD2>,8,7,36262,48028,35394,150.2
?,00050E77,<00050E77>,8,4,43032,47079,40956,112.1
?,00097F54,<00097F54>,8,6,43028,47188,31986,140.2
STAT,0202173F,DLC2DarkElfCrate02,8,5,29371,36430,12639,11.5
?,000775FD,<000775FD>,8,8,46349,73429,37030,200.6
?,000A6F9B,<000A6F9B>,8,7,46496,74119,18968,49.7
?,0006DD61,<0006DD61>,8,2,30706,65982,1026,0.1
?,000396A5,<000396A5>,8,7,60124,71622,29008,82.0
?,000185B2,<000185B2>,8,4,51596,41027,27435,68.9
?,0002F2F4,<0002F2F4>,8,6,47433,55046,26815,69.9
?,000302C7,<000302C7>,8,1,25730,47152,387,0.0
?,0006A0AF,<0006A0AF>,8,7,53887,43031,31664,162.0
STAT,02039E66,RedoranBaseCenter01,8,2,32817,34758,825,0.1
STAT,0201B92E,DLC2IcebergLedge01,8,7,27659,97442,11402,11.1
STAT,0201D9E9,DLC2GlacierRubbleTrim02,8,6,34010,89193,4845,3.0
?,0003199A,<0003199A>,8,5,40738,59868,39272,127.1
?,000F2012,<000F2012>,8,2,22149,89146,5854,0.0
?,0007EDF6,<0007EDF6>,8,2,56153,81674,36265,5.0
?,00105CC2,<00105CC2>,8,4,39089,81522,19708,21.8
?,00043321,<00043321>,8,6,50733,78681,22591,43.0
?,00020F11,<00020F11>,8,8,51659,76405,20041,46.0
STAT,0201EEE8,DLC2RieklingTotemSnow,8,4,34747,77219,12671,11.5
?,0008F95E,<0008F95E>,8,8,53965,61364,21940,81.6
?,0001C138,<0001C138>,8,8,49464,74568,16770,28.9
?,000B601B,<000B601B>,8,8,51892,74610,16119,33.6
?,0001C139,<0001C139>,8,8,52672,75260,16122,32.9
?,0001CCBC,<0001CCBC>,8,6,46123,77034,20964,47.2
?,00071D05,<00071D05>,8,5,63782,36989,6039,2.1
STAT,020185EE,DLC2TreePineForestHollow01Ash,8,8,52403,37801,11988,18.8
STAT,02019AD6,DLC2TreePineForestLogSm01Flaming01,8,6,61734,28033,8546,3.9
?,0003F93D,<0003F93D>,8,2,63316,35923,9181,1.1
?,0003F973,<0003F973>,8,3,51359,21602,2220,0.3
?,000C4EF1,<000C4EF1>,8,1,38620,26383,89,0.0
?,00090726,<00090726>,8,4,56446,51614,22601,60.8
FURN,02028A68,BedrollHay01R_Ash,8,1,38571,26165,726,0.1
MSTT,020289E8,Campfire01LandBurning_Ash,8,2,42533,26552,10141,1.4
?,000318EC,<000318EC>,8,7,55816,35475,31400,89.1
?,0005A835,<0005A835>,8,3,47160,24745,22575,2.8
?,0002BCA7,<0002BCA7>,8,5,52970,73463,12370,9.8
?,0001AE13,<0001AE13>,8,4,59704,54398,7391,1.4
?,0009D51F,<0009D51F>,8,5,44266,73030,21387,51.6
?,00028D37,<00028D37>,8,7,47150,72353,8405,9.5
?,00026FD9,<00026FD9>,8,3,52711,64922,12163,3.0
?,00086C2C,<00086C2C>,8,8,60140,72069,12658,30.5
STAT,0202BD93,NorExtRubblePiece01_HeavySN,8,4,43821,70829,9555,2.0
?,0002695F,<0002695F>,8,7,59283,68119,20025,45.8
STAT,0202074D,DLC2DweRubblePile05,8,6,81638,41606,10023,4.4
STAT,0201F151,DLC2DwePlatBgCorOut01,8,4,76901,43022,13636,4.7
?,0002F5A0,<0002F5A0>,8,2,36616,48937,5870,0.7
?,000799B7,<000799B7>,8,1,44018,44048,517,0.0
STAT,0201B929,DLC2GlacierSlab01,8,4,41177,87807,5745,1.7
STAT,0202B6B0,DLC2RuinsFloorCandleLampSmallOffSnow,8,1,42138,83231,193,0.0
STAT,0201EDD0,DLC2DweFacadeTower1x4,8,4,85258,40265,1963,0.6
?,000176B2,<000176B2>,8,1,73057,71506,885,0.0
FURN,0203A493,DLC2PickaxeMiningWallMarker_Stalhrim,7,2,29081,81763,7556,0.4
DOOR,0203A740,RedoranLDoor01,7,4,30103,36106,2537,0.7
DOOR,0203ABD2,DLC2RRDoorLoad01,7,4,30406,35075,2979,0.9
STAT,02039B4D,DLC2RRFencePost01,7,5,30397,34822,4266,1.7
STAT,02039B4F,DLC2RRFence01Ramp,7,4,31773,33528,4396,0.5
STAT,02036692,RockCart01,7,5,47197,51078,27310,105.5
?,000FE1F3,<000FE1F3>,7,6,34313,43246,26784,85.7
?,0007A603,<0007A603>,7,6,44322,36937,22683,38.6
STAT,020298F8,DLC2RieklingBridgePlatformSmallSnow,7,2,35872,65725,5662,0.1
STAT,020298F5,DLC2RieklingStand02Snow,7,3,38169,68835,8405,6.3
?,000A6F92,<000A6F92>,7,5,43202,79684,8863,7.0
?,0006DD68,<0006DD68>,7,3,31447,64542,3515,0.9
?,000396AB,<000396AB>,7,6,46384,55433,32057,98.4
?,0001F25B,<0001F25B>,7,5,43595,53670,26288,89.8
?,00033DA4,<00033DA4>,7,2,37520,73356,17912,1.6
?,00028A62,<00028A62>,7,2,29701,40743,10678,1.2
?,000B09ED,<000B09ED>,7,6,53912,70797,25705,77.2
?,0001E3A3,<0001E3A3>,7,6,53076,47378,29162,112.0
MSTT,02039BBD,DLC2DarkElfLanternGlow06,7,2,29421,34661,1727,0.3
?,0010C2E7,<0010C2E7>,7,5,29343,44217,33061,15.2
?,0005CCE3,<0005CCE3>,7,4,40366,44039,33994,47.3
?,0002B95D,<0002B95D>,7,7,39995,70998,21713,59.8
?,00034417,<00034417>,7,4,37409,85838,10677,5.7
STAT,02029ECB,DLC2dunKarstaagIceWraithSummonPoint2,7,3,33372,90227,910,0.1
?,0001AC95,<0001AC95>,7,7,44469,71630,18303,12.9
?,0002D3BC,<0002D3BC>,7,7,50750,75443,16429,32.4
STAT,02017E9F,VolcanicPlateau01VolcanicAsh01,7,6,65913,25223,5330,4.5
STAT,0201D73A,DLC2TreePineForestBrokenSmoking01,7,4,64115,24475,2306,0.6
?,00040B0B,<00040B0B>,7,3,52632,24689,1401,0.2
?,0003F98A,<0003F98A>,7,4,51606,26927,5532,1.5
?,0003F972,<0003F972>,7,3,55409,29601,10975,0.7
STAT,02017F6A,DLC2TreePineForestHollow01AshL,7,7,52604,36818,17293,44.7
?,00018198,<00018198>,7,4,57970,49892,26719,33.6
?,0005AD40,<0005AD40>,7,4,52378,20527,1980,0.3
?,0001AE15,<0001AE15>,7,3,36709,11824,614,0.1
?,000BCF3A,<000BCF3A>,7,6,60382,52085,12699,11.4
?,0003CED7,<0003CED7>,7,6,51351,64666,13089,26.2
STAT,0202BD96,NorExtRubblePiece04_HeavySN,7,5,41640,76212,7873,4.6
?,0008C238,<0008C238>,7,6,57685,68033,18606,31.3
?,00052EE9,<00052EE9>,7,4,48973,50603,7833,2.3
STAT,0202074F,DLC2DweRubblePile07,7,4,77253,44387,14216,2.4
?,0005D2D8,<0005D2D8>,7,6,71257,62581,14881,7.7
?,000F7299,<000F7299>,7,4,63930,65614,18231,39.7
?,0005B80D,<0005B80D>,7,5,49466,46317,13390,15.8
STAT,0202932D,DLC2ExpSpiderAlbinoEggs01,7,3,43665,47415,12494,13.7
STAT,02029ECC,DLC2dunKarstaagIceWraithSummonPoint3,7,2,33478,90096,820,0.1
STAT,02029ECA,DLC2dunKarstaagIceWraithSummonPoint1,7,2,33443,90247,915,0.1
?,00061434,<00061434>,7,4,56906,80103,18310,5.0
?,00064EC6,<00064EC6>,7,6,50344,76158,9968,11.6
STAT,0202B6AF,DLC2RuinsFloorCandleLampSmallOff02Snow,7,1,42132,83224,198,0.0
STAT,02032810,DLC2NorTmpExtPlatMid02_LightSN,7,2,49851,68490,1100,0.1
?,00030120,<00030120>,7,1,70648,51217,404,0.0
?,0004073E,<0004073E>,7,1,70811,50495,374,0.0
?,0005FBC8,<0005FBC8>,7,1,89111,38700,1073,0.2
?,000CD823,<000CD823>,7,3,83985,52956,16891,11.1
FLOR,02038A7A,DLC2HorkerMeat01,7,1,72910,70608,135,0.0
FURN,0203D5DC,DLC2MQ02Meditate,6,1,74921,70460,644,0.0
?,0002834E,<0002834E>,6,6,43853,32513,25880,88.4
?,0003B3F3,<0003B3F3>,6,4,40373,23028,17586,30.2
?,000D5C41,<000D5C41>,6,1,87755,41546,324,0.0
?,000BB8C1,<000BB8C1>,6,5,39408,65799,36278,137.5
STAT,0203A11B,DLC2CrateSmall03WeatheredLightAsh,6,3,39576,32930,23520,2.5
ACTI,0203863E,DLC2MineOreHeartStone03VolcanicAsh01,6,6,47612,29741,16768,40.3
?,0001AE18,<0001AE18>,6,2,31583,17086,7564,0.4
?,000E360D,<000E360D>,6,6,52732,50241,44355,300.8
?,000B8F53,<000B8F53>,6,4,9847,35313,19678,35.3
?,0003D4B3,<0003D4B3>,6,6,46167,62886,14637,32.9
?,000FF8EA,<000FF8EA>,6,2,30802,66145,1278,0.2
?,0003D4B6,<0003D4B6>,6,5,44844,68422,17839,29.3
?,000201F7,<000201F7>,6,6,70762,70134,23456,42.4
?,0003AD68,<0003AD68>,6,4,59760,62993,27171,14.2
?,0002EE05,<0002EE05>,6,5,46257,52402,22056,57.9
STAT,02021744,DLC2DarkElfTable01,6,2,34323,33321,11566,1.1
STAT,02039E68,RedoranBaseWall01,6,2,32274,34716,1300,0.1
STAT,02029EC8,DLC2GlacierStraightLg01_NoSN,6,3,33384,90611,1550,0.3
?,0005CCE2,<0005CCE2>,6,3,42956,35786,28726,45.7
?,0005CD77,<0005CD77>,6,2,40769,31810,28337,2.2
?,000B60F6,<000B60F6>,6,6,35592,78290,17105,23.4
?,000C4AC4,<000C4AC4>,6,5,40441,82073,19790,38.2
MSTT,02019657,FXCreekFlatLong01_LSnow,6,4,35044,86839,5120,2.3
STAT,02019B5E,DLC2RieklingFence01,6,2,22765,82050,11542,0.7
STAT,02018475,DLC2RieklingTent02,6,3,50735,77527,27778,54.6
?,00028A64,<00028A64>,6,1,29323,78885,328,0.0
?,000FC85E,<000FC85E>,6,6,44091,71103,19626,12.6
?,0003F989,<0003F989>,6,4,52368,21689,3072,0.7
?,0002A5FD,<0002A5FD>,6,1,38604,26462,47,0.0
STAT,02028A8D,Campfire01LandOffAsh,6,1,38677,26005,646,0.0
FURN,02028AA9,BedrollHay01L_Ash,6,1,38756,25983,787,0.1
STAT,02020A60,DLC2dunKolbjornAshFloor,6,1,37797,25844,338,0.0
?,0003F978,<0003F978>,6,3,55460,24483,9709,4.5
?,0004F8F4,<0004F8F4>,6,2,38427,29442,27147,2.7
?,000B23FC,<000B23FC>,6,5,68726,56676,30511,69.7
?,000D5713,<000D5713>,6,3,65398,60940,6818,2.1
?,00026FA0,<00026FA0>,6,4,52861,61974,11004,4.4
?,00026FD2,<00026FD2>,6,4,49452,71597,14741,4.3
?,00026FD5,<00026FD5>,6,3,53046,61886,10589,2.9
?,000F76C5,<000F76C5>,6,2,43615,79992,9406,1.0
?,000681C0,<000681C0>,6,4,68043,68137,12923,2.5
?,0005D2DA,<0005D2DA>,6,5,65714,57804,17989,5.8
?,0005DB00,<0005DB00>,6,4,48660,49186,15017,11.7
?,0007144D,<0007144D>,6,2,39903,48269,5739,0.7
?,00024B9B,<00024B9B>,6,6,51596,67825,15412,26.8
STAT,0202932E,DLC2ExpSpiderAlbinoEggs02,6,3,44486,48750,12796,13.6
STAT,02028B18,DLC2ExpSpiderSnotKitWall01,6,3,39141,50827,15175,13.7
?,000533D3,<000533D3>,6,1,43877,43891,649,0.0
?,0003E69F,<0003E69F>,6,4,71277,65944,23234,49.7
?,0003F95C,<0003F95C>,6,3,61063,39526,8029,1.1
STAT,0201BE0F,DLC2RieklingTotem,6,2,60309,92378,9376,0.2
?,0005B506,<0005B506>,6,6,56839,79043,17973,22.3
?,0006C7B5,<0006C7B5>,6,3,47227,75167,2547,0.1
STAT,0202BD95,NorExtRubblePiece05_HeavySN,6,4,40498,77673,1576,0.4
?,000BB8BF,<000BB8BF>,6,3,69106,71444,14909,1.1
STAT,0203C3A1,DLC2StonewallEndL01VolcanicAsh,6,2,79788,28804,651,0.0
STAT,0203C3A0,DLC2StonewallEndR01VolcanicAsh,6,2,79817,28926,692,0.1
STAT,0201E136,DLC2TreeMushroomTree01,6,4,73703,28987,4934,2.5
?,000E8644,<000E8644>,6,3,79204,55889,13741,1.3
STAT,020244E8,DLC2MountainCliffSlopeVolcanicAshTundra01,6,5,75954,48827,5322,3.4
?,000AAE8B,<000AAE8B>,6,1,70615,51180,738,0.1
?,00034458,<00034458>,6,1,70821,50865,359,0.0
STAT,0201DFFA,DLC2DweFacadeBridgeCurve01,6,2,85091,39125,1743,0.1
STAT,020209B1,DLC2DweWallArch01,6,3,82836,41614,829,0.1
?,000176CD,<000176CD>,6,1,73049,71397,870,0.0
?,000BCF47,<000BCF47>,6,2,71246,69842,152,0.0
ACTI,02028662,DLC2PillarShoutTrigger,5,5,48682,52789,27838,103.6
?,000F08F6,<000F08F6>,5,1,38694,26436,90,0.0
?,000E49A7,<000E49A7>,5,4,51623,34090,8782,7.5
?,000138C0,<000138C0>,5,3,85521,40576,2883,0.3
?,000BFB04,<000BFB04>,5,3,31591,34329,1964,0.3
ACTI,0202ADE8,DLC2ApoControlRing01WaterClean,5,5,48682,52785,27841,103.6
ACTI,02027E54,ApoControlRingTop01,5,5,48682,52784,27841,103.6
?,0003040C,<0003040C>,5,5,48703,52723,27811,103.3
FURN,0202C0B3,BedrollHay01LDirtPath01F,5,1,80421,58450,631,0.0
STAT,0203BD67,AshMoundLHalf01,5,2,41149,31286,19442,2.0
STAT,0202958D,DLC2BasaltRubblePile01CoastBeach,5,1,14377,31764,655,0.0
?,000533D0,<000533D0>,5,2,33990,31094,13100,0.8
?,00086922,<00086922>,5,4,19130,41135,34022,78.7
?,000B788B,<000B788B>,5,5,25496,69446,33968,94.7
?,0003E4AE,<0003E4AE>,5,3,4824,43028,13959,4.7
CONT,02025E48,DLC2TreasRieklingChest,5,3,55873,84479,18573,2.8
STAT,0201EEE7,DLC2RieklingBridge01Snow,5,3,32514,72169,10919,7.3
?,00050385,<00050385>,5,5,37964,77579,28384,86.3
?,000658FD,<000658FD>,5,2,33334,60757,17263,0.2
?,000533C1,<000533C1>,5,5,48563,60724,21888,2.8
?,0005AFD7,<0005AFD7>,5,5,44462,66349,20315,41.4
?,00032A94,<00032A94>,5,5,48719,63436,20824,17.1
?,000BB8C3,<000BB8C3>,5,5,64671,60155,29288,81.7
?,000C2C17,<000C2C17>,5,4,36007,67759,31700,92.4
?,000302C8,<000302C8>,5,1,25534,47386,504,0.0
?,00044B86,<00044B86>,5,2,35991,56742,17034,1.3
?,0001F24A,<0001F24A>,5,2,27827,40074,15677,1.8
?,00028A8C,<00028A8C>,5,1,25959,46983,768,0.0
?,0008F17B,<0008F17B>,5,3,45936,51148,26621,1.1
STAT,02032FF0,DLC2RockCairn01Ash,5,5,61229,34357,19506,13.7
STAT,02031B39,DLC2RoadStraight01,5,2,30449,34962,1570,0.1
STAT,0203C820,DLC2IcePileL01Snow01_NoSN,5,3,33052,89888,1091,0.1
STAT,0201B92A,DLC2GlacierStraightLg01,5,5,33147,82574,11658,11.0
?,0005CD79,<0005CD79>,5,2,39863,33961,30278,2.0
?,000F2014,<000F2014>,5,2,22011,88865,5920,0.0
?,0005CCE0,<0005CCE0>,5,3,43073,39194,30379,43.9
?,0001397E,<0001397E>,5,4,43035,50607,37872,111.4
?,000533DA,<000533DA>,5,3,58963,63305,26690,54.7
?,00075DFC,<00075DFC>,5,3,26974,81088,2396,0.6
?,000F2015,<000F2015>,5,2,41800,59726,27302,0.2
STAT,02019C51,DLC2RieklingTotemSkull,5,3,46226,85795,24711,14.5
STAT,02019B60,DLC2RieklingFenceEnd,5,3,42058,83079,13314,11.9
?,00035F49,<00035F49>,5,5,53733,53575,38147,200.5
?,0006021D,<0006021D>,5,3,47611,73105,18096,4.5
SOUN,0201F161,AMBFirecraterLP,5,5,63433,25276,3955,1.4
?,00040B09,<00040B09>,5,4,59010,30724,11887,1.7
STAT,02019C67,DLC02AshDuneVolcAsh01L01,5,4,45680,28973,9802,8.8
?,0003F95B,<0003F95B>,5,3,53789,27764,8958,1.4
?,00034CD0,<00034CD0>,5,1,38690,26404,87,0.0
?,000F08FA,<000F08FA>,5,2,39694,25066,3262,0.0
?,0006A0B9,<0006A0B9>,5,4,49637,69289,29148,85.6
?,0001769A,<0001769A>,5,4,67825,59783,22985,26.1
?,0005AD3F,<0005AD3F>,5,3,52404,22377,2640,0.6
?,0003F977,<0003F977>,5,2,51679,20785,1913,0.1
?,0002FB64,<0002FB64>,5,2,52266,34259,13724,0.7
?,0005CCDD,<0005CCDD>,5,1,43802,19494,478,0.0
CONT,0202C466,DLC2TreasAlchemySatchelRare,5,4,56602,59998,31041,31.2
?,0002ED74,<0002ED74>,5,5,62220,73684,11789,14.3
FURN,02032725,DLC2RieklingPray,5,1,62827,58518,656,0.1
?,00028A6F,<00028A6F>,5,3,50128,73391,9596,2.7
?,00026FD0,<00026FD0>,5,4,48006,73173,8499,5.1
?,00026FD6,<00026FD6>,5,3,53299,62737,11571,4.2
?,00026FD7,<00026FD7>,5,2,55470,57456,1855,0.2
ACTI,02028E8E,DLC2MineGemSapphire01,5,4,41612,73392,9024,4.8
?,0005C072,<0005C072>,5,4,63819,63037,26290,19.4
?,00026960,<00026960>,5,4,57583,70885,20382,46.4
?,00095960,<00095960>,5,5,68678,53612,11371,2.7
STAT,0201F158,DLC2DwePlatBgStairSingle01,5,2,55529,49523,737,0.0
?,0005B810,<0005B810>,5,4,42148,44919,10312,2.8
?,0005B884,<0005B884>,5,4,61560,52250,13327,5.3
?,0002F59A,<0002F59A>,5,2,46742,44544,7576,0.2
?,00079922,<00079922>,5,1,37382,44676,29,0.0
?,0003E6A0,<0003E6A0>,5,3,67701,64505,24319,50.2
?,00050DC0,<00050DC0>,5,5,51485,84303,7427,5.9
?,0001ACAC,<0001ACAC>,5,5,46644,78951,14742,17.5
?,0007F949,<0007F949>,5,2,46910,72585,10604,0.6
?,0005FCB6,<0005FCB6>,5,3,45487,83639,3141,0.6
?,00076922,<00076922>,5,3,44996,83496,1714,0.3
MSTT,02024820,FXCreekFlatLong01_LSnowGlacierRocks,5,1,51068,78866,1380,0.1
?,0002ED73,<0002ED73>,5,5,55642,78031,11498,11.9
?,000A0C7B,<000A0C7B>,5,4,47089,77206,3517,1.3
?,000E370D,<000E370D>,5,4,87169,61984,12030,6.9
?,000EF59D,<000EF59D>,5,4,75865,59028,4366,1.0
?,000669A5,<000669A5>,5,1,79981,59138,11,0.0
?,000C2E8E,<000C2E8E>,5,3,78796,76130,17269,3.0
?,000BD4A6,<000BD4A6>,5,5,80959,71444,10339,3.6
STAT,0201F14E,DLC2DweHitchPost01,5,2,84541,40232,1111,0.1
?,0005FBC5,<0005FBC5>,5,1,89443,38503,931,0.1
?,00039824,<00039824>,5,5,75075,79561,9508,4.6
?,000BB952,<000BB952>,5,1,71477,69793,108,0.0
?,0006A0BB,<0006A0BB>,4,4,49615,60736,32018,71.6
FURN,0201EE28,BedrollHay01LDirtSnowPath,4,1,41292,57002,392,0.0
ACTI,02033818,Water2048x1024CreekFlowSE,4,3,57755,75290,2867,0.3
CONT,02024027,DLC2dunHaknirChest,4,4,43858,55432,35040,139.9
?,0002E6CF,<0002E6CF>,4,2,74149,71124,1188,0.1
?,0006E9C2,<0006E9C2>,4,4,45416,50562,21492,18.6
?,000C7930,<000C7930>,4,3,45263,85041,17583,5.0
?,001010B3,<001010B3>,4,4,53857,46980,31912,82.9
?,00033F50,<00033F50>,4,4,68508,35384,24017,26.0
FURN,0202174A,DLC2DarkElfBench01,4,3,33795,33152,10099,1.6
STAT,02029582,DLC2BasaltRubblePileFlat01CoastBeach,4,4,47049,25863,28359,5.3
STAT,02038896,RockCartPile01Ash,4,2,47454,32630,24902,1.1
CONT,0202C464,DLC2TreasStrongBox,4,4,37535,38447,23573,28.0
?,000765F4,<000765F4>,4,2,30910,65230,1024,0.1
?,0005304F,<0005304F>,4,4,39140,67861,9456,8.0
?,0006B52B,<0006B52B>,4,4,34186,72737,12548,16.5
?,0003D4B9,<0003D4B9>,4,4,48208,64445,18630,25.1
?,00027DD9,<00027DD9>,4,3,38586,72809,30518,39.0
?,0009E126,<0009E126>,4,1,25852,55399,500,0.0
?,00045AB5,<00045AB5>,4,3,38339,62018,18421,19.1
?,00012FE7,<00012FE7>,4,3,29719,39421,9989,1.5
?,0001F25A,<0001F25A>,4,4,53948,64061,24835,53.1
?,00092B10,<00092B10>,4,3,24128,55576,31126,5.0
?,000744CC,<000744CC>,4,2,35212,30911,9780,0.6
STAT,0201D761,DirtCliffs03VolcanicAshTundra02,4,3,59722,49099,19407,5.5
?,0001B410,<0001B410>,4,2,38074,74990,17637,0.2
?,0001E685,<0001E685>,4,1,25403,47336,442,0.0
STAT,02039B4B,DLC2RRFence05Ramp,4,2,24969,34815,3064,0.1
STAT,02031B3E,DLC2RoadChunkL03,4,2,29891,36513,1732,0.1
?,000FC597,<000FC597>,4,3,35234,28276,6649,2.3
?,0001C0C3,<0001C0C3>,4,3,30060,35418,2014,0.2
?,0003AD5E,<0003AD5E>,4,2,28666,36817,53,0.0
MSTT,02039BBC,DLC2DarkElfLanternGlow05,4,3,41515,51080,36159,9.9
MSTT,02039BBB,DLC2DarkElfLanternGlow04,4,2,29360,34384,1744,0.1
?,0004DA73,<0004DA73>,4,1,28589,36779,11,0.0
STAT,0202484A,DLC2GlacierTrim02_NoSN,4,3,29893,89366,3883,0.8
?,0006BC00,<0006BC00>,4,2,24492,92870,236,0.0
?,0002E6CD,<0002E6CD>,4,3,35190,33264,35249,22.8
?,0005CCC1,<0005CCC1>,4,3,42576,44206,32192,44.6
?,0005CCC9,<0005CCC9>,4,2,39236,37859,32833,1.1
?,000D11EE,<000D11EE>,4,4,41331,80971,14274,10.4
STAT,0202484B,DLC2GlacierTrim01_NoSN,4,4,29735,88791,6054,2.1
?,00016C95,<00016C95>,4,3,42488,55650,31201,41.6
?,000B8A72,<000B8A72>,4,2,73174,76102,31390,2.6
?,000F9931,<000F9931>,4,3,40614,84327,11964,4.2
STAT,0201D9D5,DLC2IcePileS01,4,4,36161,86075,14953,3.8
?,0008E79A,<0008E79A>,4,1,29143,78718,309,0.0
?,00072606,<00072606>,4,1,29188,78753,386,0.0
?,000CD0AF,<000CD0AF>,4,4,40167,65055,12559,9.1
?,0003F94F,<0003F94F>,4,4,55245,31539,10109,6.1
?,000513B8,<000513B8>,4,2,63402,37730,9730,0.6
?,000F08F7,<000F08F7>,4,1,38672,26490,35,0.0
?,000F08F1,<000F08F1>,4,1,38732,26331,70,0.0
?,000368C2,<000368C2>,4,2,46340,51414,15088,0.2
?,000185B5,<000185B5>,4,4,58810,44933,21759,22.8
?,00064B2E,<00064B2E>,4,2,37064,13786,6592,0.2
STAT,02021743,DLC2DarkElfShelf05,4,1,38564,26193,718,0.0
?,000747FE,<000747FE>,4,2,64559,59135,24686,1.0
?,00097F70,<00097F70>,4,4,55845,64836,27685,38.8
STAT,02019AD5,DLC2TreePineForestLogSm01Smoking,4,3,59797,21924,9038,1.3
?,0003E232,<0003E232>,4,1,55217,20700,106,0.0
?,00040B0C,<00040B0C>,4,3,59697,31628,11404,1.6
?,0004FF0F,<0004FF0F>,4,3,40906,16865,5644,0.9
?,0000099B,<0000099B>,4,1,43488,19232,283,0.0
?,000AF8BA,<000AF8BA>,4,4,46041,38290,18976,29.7
?,00026FDD,<00026FDD>,4,3,55436,60811,5095,1.3
?,0005FCB7,<0005FCB7>,4,4,50245,71538,13974,2.2
?,00028A94,<00028A94>,4,3,49099,71962,14918,4.2
?,00028A95,<00028A95>,4,2,56356,59356,2352,0.1
?,0003E6A6,<0003E6A6>,4,4,61341,57914,23531,55.9
?,00077333,<00077333>,4,3,53940,60150,20742,0.3
?,0002695D,<0002695D>,4,2,45112,62287,10383,0.1
?,00028A88,<00028A88>,4,2,54460,55142,1094,0.1
?,0001EF59,<0001EF59>,4,2,37018,52978,1037,0.0
?,00036ED3,<00036ED3>,4,3,69628,74141,16106,0.5
STAT,0202074B,DLC2DweRubblePile03,4,4,78001,42390,14041,4.6
